"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-84 0.774925235504337 2 28 "GO:0010906;GO:0010675" "regulation of cellular carbohydrate metabolic process" 0.975778147430469
-440 0.527088529827767 5 5 "GO:0010918" "positive regulation of mitochondrial membrane potential" 0.911895228828599
826 0.133299218601781 4 8 "GO:0010922" "positive regulation of phosphatase activity" 0.749224547190351
-71 0.802840903398713 2 30 "GO:0010923;GO:0035305" "negative regulation of dephosphorylation" 0.979443417181474
45 0.823968912246821 3 59 "GO:0010927" "cellular component assembly involved in morphogenesis" 0.981650410985964
1545 0.00858643269859462 5 7 "GO:0010939" "regulation of necrotic cell death" 0.307757566197625
436 0.531045189682688 5 5 "GO:0010944" "negative regulation of transcription by competitive promoter binding" 0.912707395799868
374 0.0639563830248732 2 60 "GO:0010948" "negative regulation of cell cycle process" 0.645716496873297
227 0.424790382234213 6 30 "GO:0010951;GO:0010466" "negative regulation of peptidase activity" 0.886542122211041
221 0.261521226975723 2 63 "GO:0010959;GO:1904062" "regulation of metal ion transport" 0.838891530614085
170 0.789352412960425 8 6 "GO:0010960" "magnesium ion homeostasis" 0.975778147430469
470 0.00591637020049911 2 84 "GO:0010970;GO:0030705;GO:0099111" "microtubule-based transport" 0.250149402112836
971 0.126087095954112 2 6 "GO:0010971;GO:1902751" "positive regulation of cell cycle G2/M phase transition" 0.749224547190351
1358 0.0209124781911493 2 7 "GO:0010972" "negative regulation of G2/M transition of mitotic cell cycle" 0.44633204954033
-2 0.993812327909645 2 39 "GO:0010977;GO:0031345" "negative regulation of cell projection organization" 0.998953064213476
-243 0.702070134480711 2 6 "GO:0010984" "regulation of lipoprotein particle clearance" 0.969880005476606
1470 0.0205981404801944 2 6 "GO:0014003" "oligodendrocyte development" 0.442997341260714
-652 0.304691439332697 4 6 "GO:0014012;GO:0042308;GO:1904590" "negative regulation of protein import" 0.861282998314988
8 0.979882898992166 2 25 "GO:0014013" "regulation of gliogenesis" 0.996485634016242
-52 0.929611836065276 4 7 "GO:0014014" "negative regulation of gliogenesis" 0.994151563136106
210 0.56644619248784 4 18 "GO:0014015" "positive regulation of gliogenesis" 0.928930266331718
-845 0.0717738677755709 4 11 "GO:0014029" "neural crest formation" 0.66726944508355
-141 0.753125255818898 2 12 "GO:0014031;GO:0014032" "mesenchymal cell development" 0.972191552623681
-1090 0.0635965651789256 5 7 "GO:0014033" "neural crest cell differentiation" 0.645716496873297
-598 0.277181456532163 3 8 "GO:0014065" "phosphatidylinositol 3-kinase signaling" 0.848798442853628
-611 0.116511368845189 6 16 "GO:0014066" "regulation of phosphatidylinositol 3-kinase signaling" 0.744428971333217
-508 0.42408611275332 4 6 "GO:0014067" "negative regulation of phosphatidylinositol 3-kinase signaling" 0.886542122211041
-803 0.12150975349906 2 9 "GO:0014068" "positive regulation of phosphatidylinositol 3-kinase signaling" 0.747360968599165
17 0.880049187148221 2 207 "GO:0014070" "response to organic cyclic compound" 0.986460169057478
-260 0.310096205606032 5 37 "GO:0014074;GO:0046683" "response to purine-containing compound" 0.861282998314988
66 0.838808623458742 2 23 "GO:0014706;GO:0060537" "muscle tissue development" 0.982676277590505
404 0.561289381082518 6 5 "GO:0014722" "regulation of skeletal muscle contraction by calcium ion signaling" 0.926199254921843
-496 0.290251271621356 2 11 "GO:0014812" "muscle cell migration" 0.854334491104466
441 0.422223686807575 2 8 "GO:0014819" "regulation of skeletal muscle contraction" 0.886542122211041
30 0.92486171425292 2 24 "GO:0014823" "response to activity" 0.99328594169326
382 0.487408165909851 3 8 "GO:0014850" "response to muscle activity" 0.893770874679203
-858 0.118610195680494 2 8 "GO:0014854;GO:0014870" "response to inactivity" 0.744428971333217
15 0.966974542579811 6 19 "GO:0014910" "regulation of smooth muscle cell migration" 0.995848162381776
-118 0.776928562034802 4 14 "GO:0014911" "positive regulation of smooth muscle cell migration" 0.975778147430469
-98 0.888051784014486 7 5 "GO:0014912" "negative regulation of smooth muscle cell migration" 0.987914984373673
65 0.352130871563761 3 544 "GO:0015031;GO:0015833" "peptide transport" 0.872319563264252
-862 0.17451615756895 5 6 "GO:0015074" "DNA integration" 0.789606064961336
176 0.474840773658695 2 40 "GO:0015672" "monovalent inorganic cation transport" 0.892819840153365
900 0.195470611269 2 5 "GO:0015696" "ammonium transport" 0.804445396885055
244 0.602354516668032 6 11 "GO:0015698" "inorganic anion transport" 0.939105769824586
-549 0.429909021079175 6 5 "GO:0015701" "bicarbonate transport" 0.886542122211041
-121 0.45895199423501 2 92 "GO:0015711;GO:0006820" "anion transport" 0.889991966314376
268 0.389196800437393 2 25 "GO:0015718" "monocarboxylic acid transport" 0.87237376016788
562 0.418725225767659 2 5 "GO:0015740" "C4-dicarboxylate transport" 0.886542122211041
-575 0.327717186469806 2 7 "GO:0015800" "acidic amino acid transport" 0.868706362819716
-291 0.468765056621957 2 15 "GO:0015804;GO:0015807" "L-amino acid transport" 0.889991966314376
232 0.527681529143911 3 18 "GO:0015909;GO:0015908" "fatty acid transport" 0.911895228828599
92 0.787408213754585 3 21 "GO:0015914;GO:0015748" "organophosphate ester transport" 0.975778147430469
-90 0.896928175631118 2 5 "GO:0015936" "coenzyme A metabolic process" 0.988849814733615
-179 0.760436387962173 3 7 "GO:0015949" "nucleobase-containing small molecule interconversion" 0.97289799321919
-428 0.538433031970568 3 5 "GO:0015969" "guanosine tetraphosphate metabolic process" 0.915648371711678
-424 0.118270398540642 2 33 "GO:0015980" "energy derivation by oxidation of organic compounds" 0.744428971333217
-783 0.0952166858278007 4 11 "GO:0015986;GO:0015985" "ATP synthesis coupled proton transport" 0.703786791915337
-114 0.398422535532261 3 135 "GO:0016032;GO:0044403;GO:0044419" "interspecies interaction between organisms" 0.876482078566761
-248 0.0915884797545644 2 114 "GO:0016042" "lipid catabolic process" 0.703125909579173
253 0.373644808010224 2 30 "GO:0016049;GO:0048588" "cell growth" 0.87237376016788
285 0.0732033884879951 2 97 "GO:0016050" "vesicle organization" 0.668880532079341
-266 0.280197094868753 3 40 "GO:0016051" "carbohydrate biosynthetic process" 0.849237494170216
-532 0.00113950549492196 2 92 "GO:0016052" "carbohydrate catabolic process" 0.125171979885107
-123 0.533201033397829 4 63 "GO:0016055;GO:1905114" "cell surface receptor signaling pathway involved in cell-cell signaling" 0.914092786140353
372 4.55596090703287e-05 2 308 "GO:0016071" "mRNA metabolic process" 0.0209964712658401
752 0.108836498703775 7 11 "GO:0016075;GO:0071027;GO:0071025" "rRNA catabolic process" 0.736753032690584
731 0.293247675330174 5 5 "GO:0016079" "synaptic vesicle exocytosis" 0.855349910140272
-262 0.634310692942069 2 8 "GO:0016082" "synaptic vesicle priming" 0.952695216699338
131 0.851230083432284 2 5 "GO:0016102" "diterpenoid biosynthetic process" 0.983522775732596
403 0.493108375168236 2 7 "GO:0016114" "terpenoid biosynthetic process" 0.894694948421108
-358 0.607153480552215 2 5 "GO:0016115" "terpenoid catabolic process" 0.940320569890715
820 0.0803428054103548 2 11 "GO:0016126" "sterol biosynthetic process" 0.692930149315869
6 0.987468673258389 2 16 "GO:0016137;GO:0016139" "glycoside metabolic process" 0.998604977696594
604 0.0907481326103241 3 19 "GO:0016180;GO:0016073" "snRNA metabolic process" 0.703125909579173
-125 0.0851786160295431 4 503 "GO:0016192" "vesicle-mediated transport" 0.698688465605048
303 0.0573372178522557 2 97 "GO:0016197" "endosomal transport" 0.634168008770755
-313 0.569353713982157 2 8 "GO:0016198" "axon choice point recognition" 0.931407242041804
224 0.724610472744746 4 6 "GO:0016199;GO:0042062" "axon midline choice point recognition" 0.972191552623681
116 0.669274565501354 2 33 "GO:0016202;GO:0048634;GO:1901861" "regulation of muscle organ development" 0.962025435846265
189 0.765778716029901 2 6 "GO:0016203" "muscle attachment" 0.974517608643969
433 0.225596615486852 4 19 "GO:0016226;GO:0031163" "iron-sulfur cluster assembly" 0.811934167082376
-51 0.87195277291075 4 24 "GO:0016236" "macroautophagy" 0.985500292252112
-75 0.856735078961859 2 14 "GO:0016239" "positive regulation of macroautophagy" 0.984970550509963
-194 0.495767108333484 2 30 "GO:0016241" "regulation of macroautophagy" 0.894741847740145
-466 0.42817281902286 2 7 "GO:0016242" "negative regulation of macroautophagy" 0.886542122211041
-558 0.34260301499553 3 7 "GO:0016266" "O-glycan processing" 0.871018469660137
-157 0.124110329054748 3 244 "GO:0016310" "phosphorylation" 0.749224547190351
967 0.0622916304388252 3 9 "GO:0016319" "mushroom body development" 0.645432445484496
114 0.76279962647924 2 17 "GO:0016322;GO:0042551" "neuron maturation" 0.97289799321919
-329 0.248160308210234 4 30 "GO:0016331" "morphogenesis of embryonic epithelium" 0.830461778305202
-514 0.460275149062242 3 5 "GO:0016333" "morphogenesis of follicular epithelium" 0.889991966314376
-364 0.566064603712876 3 6 "GO:0016334" "establishment or maintenance of polarity of follicular epithelium" 0.928930266331718
23 0.966860964529579 4 8 "GO:0016339" "calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules" 0.995848162381776
500 0.184991662002157 2 17 "GO:0016358" "dendrite development" 0.800815080667849
316 0.6185521543212 4 6 "GO:0016360;GO:0060582" "sensory organ precursor cell fate determination" 0.943113706176472
331 0.461359652940509 2 12 "GO:0016445;GO:0002200" "somatic diversification of immune receptors" 0.889991966314376
118 0.840698056942419 3 7 "GO:0016446;GO:0002566" "somatic diversification of immune receptors via somatic mutation" 0.982676277590505
152 0.112792596789873 3 276 "GO:0016477;GO:0048870;GO:0040011" "locomotion" 0.742490489289656
1916 0.00586507071879363 2 5 "GO:0016479" "negative regulation of transcription by RNA polymerase I" 0.250149402112836
-128 0.553511916599171 2 52 "GO:0016482" "cytosolic transport" 0.924779974044779
98 0.646677638312865 2 53 "GO:0016485" "protein processing" 0.955211566482281
-181 0.758583675356195 5 7 "GO:0016486" "peptide hormone processing" 0.972191552623681
-517 0.0909548546569834 2 26 "GO:0016525;GO:2000181;GO:1901343" "negative regulation of vasculature development" 0.703125909579173
-189 0.731293468990519 6 8 "GO:0016540" "protein autoprocessing" 0.972191552623681
707 0.0783678270133618 7 15 "GO:0016556" "mRNA modification" 0.687320608279696
79 0.48175165968512 2 197 "GO:0016567;GO:0032446" "protein modification by small protein conjugation" 0.893770874679203
181 0.227842843517216 3 110 "GO:0016570;GO:0016569" "covalent chromatin modification" 0.811934167082376
88 0.719528597988988 5 41 "GO:0016571;GO:0006479;GO:0008213" "protein methylation" 0.972191552623681
-225 0.70224582324873 5 7 "GO:0016572" "histone phosphorylation" 0.969880005476606
314 0.220628101429805 2 37 "GO:0016573;GO:0018393;GO:0006475;GO:0018394" "internal protein amino acid acetylation" 0.810938526090533
-105 0.815989241621785 6 12 "GO:0016574" "histone ubiquitination" 0.98163624889739
-33 0.929508530970118 5 17 "GO:0016575;GO:0006476;GO:0035601;GO:0098732" "protein deacylation" 0.994151563136106
-336 0.568080437923534 5 7 "GO:0016578" "histone deubiquitination" 0.929795785256885
-21 0.916393314389408 3 64 "GO:0016579;GO:0070646" "protein modification by small protein removal" 0.99328594169326
543 0.208659841264113 7 13 "GO:0016601" "Rac protein signal transduction" 0.808897739144783
-167 0.792186630864665 2 6 "GO:0016925" "protein sumoylation" 0.976535755127783
-753 0.279073982212916 2 5 "GO:0016973" "poly(A)+ mRNA export from nucleus" 0.848798442853628
-581 0.00537409292059166 2 56 "GO:0016999" "antibiotic metabolic process" 0.242637317754069
-860 0.0667189678497482 2 11 "GO:0017000" "antibiotic biosynthetic process" 0.646352523373236
-395 0.139355800658282 2 34 "GO:0017001" "antibiotic catabolic process" 0.754527032390027
-136 0.62816117694791 3 31 "GO:0017015;GO:1903844" "regulation of transforming growth factor beta receptor signaling pathway" 0.94915451661061
284 0.166983364947236 4 58 "GO:0017038" "protein import" 0.776207975965106
-420 7.24360759420442e-05 3 225 "GO:0017144" "drug metabolic process" 0.0277342565340685
587 0.174172282029902 3 13 "GO:0017145" "stem cell division" 0.78915699695009
301 0.157179283455591 2 54 "GO:0017148;GO:0034249" "negative regulation of cellular amide metabolic process" 0.768273285496571
-140 0.825991948539867 6 6 "GO:0017156" "calcium-ion regulated exocytosis" 0.981650410985964
371 0.106514040148086 5 46 "GO:0017157" "regulation of exocytosis" 0.733450671830839
315 0.542981074116891 2 9 "GO:0017158" "regulation of calcium ion-dependent exocytosis" 0.91957352364609
487 0.322646710033558 2 10 "GO:0018023" "peptidyl-lysine trimethylation" 0.864377948375686
22 0.972011302791978 2 6 "GO:0018065" "protein-cofactor linkage" 0.996310206332766
326 0.115439958551196 4 57 "GO:0018105;GO:0018209" "peptidyl-serine modification" 0.744428971333217
172 0.668864550192426 3 15 "GO:0018108;GO:0018212" "peptidyl-tyrosine modification" 0.962025435846265
180 0.713861789725199 2 10 "GO:0018126" "protein hydroxylation" 0.971492309298927
-12 0.981333928416211 2 9 "GO:0018149" "peptide cross-linking" 0.996485634016242
164 0.12903391860805 2 215 "GO:0018193" "peptidyl-amino acid modification" 0.749224547190351
148 0.801526128775611 3 7 "GO:0018198" "peptidyl-cysteine modification" 0.978699201903906
-66 0.911065979694907 2 7 "GO:0018200" "peptidyl-glutamic acid modification" 0.992765064806299
135 0.462429199627499 2 73 "GO:0018205" "peptidyl-lysine modification" 0.889991966314376
424 0.542241567033591 3 5 "GO:0018206" "peptidyl-methionine modification" 0.919217706384847
-128 0.67605513577767 2 26 "GO:0018208" "peptidyl-proline modification" 0.962198135287626
246 0.37237359476708 2 32 "GO:0018210;GO:0018107" "peptidyl-threonine modification" 0.87237376016788
324 0.610240597491218 4 6 "GO:0018243" "protein O-linked glycosylation via threonine" 0.940983153451554
-44 0.932943651294253 2 9 "GO:0018279;GO:0018196" "peptidyl-asparagine modification" 0.994151563136106
-874 0.209015519942151 3 5 "GO:0018342;GO:0097354" "prenylation" 0.808897739144783
-15 0.980814648848455 2 6 "GO:0018345" "protein palmitoylation" 0.996485634016242
133 0.809582780839082 4 8 "GO:0018401;GO:0019471;GO:0019511" "4-hydroxyproline metabolic process" 0.980760335505261
-308 0.600675689855765 2 7 "GO:0018410" "C-terminal protein amino acid modification" 0.939105769824586
-901 0.195073455648688 2 5 "GO:0018904" "ether metabolic process" 0.804445396885055
88 0.774111790034278 4 26 "GO:0018958" "phenol-containing compound metabolic process" 0.975778147430469
425 0.440210965296733 5 8 "GO:0019048;GO:0044003" "modification by symbiont of host morphology or physiology" 0.889991966314376
1182 0.0626522491244652 3 6 "GO:0019058;GO:0039702" "viral life cycle" 0.645432445484496
-835 0.155282319211856 3 7 "GO:0019079" "viral genome replication" 0.766898234229866
758 0.197234619736261 4 7 "GO:0019184" "nonribosomal peptide biosynthetic process" 0.804445396885055
-70 0.708208480427248 3 71 "GO:0019216" "regulation of lipid metabolic process" 0.970140393685084
-77 0.829075374158248 2 19 "GO:0019217" "regulation of fatty acid metabolic process" 0.982676277590505
-643 0.0797724839087899 2 18 "GO:0019218" "regulation of steroid metabolic process" 0.691790411531603
75 0.733700795980694 2 50 "GO:0019221" "cytokine-mediated signaling pathway" 0.972191552623681
-1386 0.0183503118866884 6 7 "GO:0019229" "regulation of vasoconstriction" 0.422843615331834
-318 0.616700868786221 2 6 "GO:0019262;GO:0006054" "N-acetylneuraminate catabolic process" 0.943113706176472
-150 0.335228326424409 2 101 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 0.870805286348269
-695 0.0258024132775507 4 25 "GO:0019320;GO:0046365" "monosaccharide catabolic process" 0.474819110656427
986 0.0282069314373226 2 12 "GO:0019321" "pentose metabolic process" 0.488896774654912
47 0.946293324050295 5 5 "GO:0019344" "cysteine biosynthetic process" 0.995061668578085
67 0.902794009082831 5 8 "GO:0019369" "arachidonic acid metabolic process" 0.990355541657702
